touch_id,customer_id,touch_type,touch_date,outcome,sales_rep
TCH_000409,CUST_0084,qbr,2024-07-15,neutral,Rep_06
TCH_000410,CUST_0085,demo,2024-10-19,neutral,Rep_11
TCH_000411,CUST_0085,qbr,2024-12-31,neutral,Rep_01
TCH_000412,CUST_0085,qbr,2024-11-08,negative,Rep_05
TCH_000413,CUST_0085,meeting,2024-10-30,no_response,Rep_05
TCH_000414,CUST_0085,meeting,2024-11-05,neutral,Rep_12
TCH_000415,CUST_0085,email,2024-12-01,neutral,Rep_04
TCH_000416,CUST_0086,qbr,2024-04-15,neutral,Rep_02
TCH_000417,CUST_0086,meeting,2024-01-26,positive,Rep_02
TCH_000418,CUST_0086,qbr,2024-10-24,neutral,Rep_12
TCH_000419,CUST_0086,call,2024-10-11,no_response,Rep_05
TCH_000420,CUST_0087,meeting,2024-12-15,neutral,Rep_08
TCH_000421,CUST_0087,qbr,2023-12-19,neutral,Rep_04
TCH_000422,CUST_0088,meeting,2024-03-26,neutral,Rep_09
TCH_000423,CUST_0088,webinar,2024-12-18,positive,Rep_12
TCH_000424,CUST_0088,meeting,2024-04-14,neutral,Rep_11
TCH_000425,CUST_0088,demo,2024-04-28,neutral,Rep_07
TCH_000426,CUST_0088,email,2024-10-11,no_response,Rep_14
TCH_000427,CUST_0088,call,2024-04-30,neutral,Rep_02
TCH_000428,CUST_0089,qbr,2024-11-16,neutral,Rep_11
TCH_000429,CUST_0089,webinar,2024-11-23,positive,Rep_11
TCH_000430,CUST_0089,support_ticket,2024-11-07,neutral,Rep_09
TCH_000431,CUST_0089,support_ticket,2024-10-28,positive,Rep_13
TCH_000432,CUST_0090,demo,2024-07-03,neutral,Rep_15
TCH_000433,CUST_0090,demo,2024-05-21,no_response,Rep_14
TCH_000434,CUST_0090,meeting,2024-12-13,negative,Rep_07
TCH_000435,CUST_0090,support_ticket,2024-05-19,neutral,Rep_06
TCH_000436,CUST_0090,qbr,2024-09-04,neutral,Rep_15
TCH_000437,CUST_0091,support_ticket,2024-09-03,no_response,Rep_11
TCH_000438,CUST_0091,support_ticket,2024-11-03,neutral,Rep_06
TCH_000439,CUST_0091,webinar,2024-09-30,no_response,Rep_07
TCH_000440,CUST_0091,call,2024-08-03,positive,Rep_14
TCH_000441,CUST_0091,webinar,2024-10-05,no_response,Rep_04
TCH_000442,CUST_0091,email,2024-09-01,positive,Rep_01
TCH_000443,CUST_0091,meeting,2024-08-15,neutral,Rep_04
TCH_000444,CUST_0092,email,2024-02-11,negative,Rep_13
TCH_000445,CUST_0092,support_ticket,2024-01-24,positive,Rep_06
TCH_000446,CUST_0092,email,2024-03-05,positive,Rep_07
TCH_000447,CUST_0092,email,2024-01-15,no_response,Rep_15
TCH_000448,CUST_0093,demo,2024-10-21,negative,Rep_08
TCH_000449,CUST_0093,support_ticket,2024-09-02,positive,Rep_01
TCH_000450,CUST_0093,email,2024-11-12,positive,Rep_07
TCH_000451,CUST_0093,support_ticket,2024-12-21,neutral,Rep_06
TCH_000452,CUST_0093,meeting,2024-05-08,neutral,Rep_05
TCH_000453,CUST_0094,meeting,2024-12-05,neutral,Rep_06
TCH_000454,CUST_0094,email,2024-11-17,negative,Rep_14
TCH_000455,CUST_0094,demo,2024-11-15,neutral,Rep_05
TCH_000456,CUST_0094,support_ticket,2024-12-05,neutral,Rep_12
TCH_000457,CUST_0094,webinar,2024-11-08,no_response,Rep_07
TCH_000458,CUST_0094,meeting,2024-10-27,no_response,Rep_11
TCH_000459,CUST_0094,qbr,2024-11-09,positive,Rep_03
TCH_000460,CUST_0094,demo,2024-11-29,neutral,Rep_03
TCH_000461,CUST_0094,qbr,2024-10-29,neutral,Rep_09
TCH_000462,CUST_0095,demo,2024-08-11,no_response,Rep_13
TCH_000463,CUST_0095,support_ticket,2024-11-17,neutral,Rep_11
TCH_000464,CUST_0095,webinar,2024-10-11,positive,Rep_12
TCH_000465,CUST_0095,webinar,2024-11-18,neutral,Rep_11
TCH_000466,CUST_0095,webinar,2024-12-12,neutral,Rep_08
TCH_000467,CUST_0095,webinar,2024-11-04,neutral,Rep_06
TCH_000468,CUST_0095,email,2024-10-01,neutral,Rep_14
TCH_000469,CUST_0096,call,2024-10-01,neutral,Rep_07
TCH_000470,CUST_0096,support_ticket,2024-12-28,positive,Rep_10
TCH_000471,CUST_0096,qbr,2024-02-26,positive,Rep_13
TCH_000472,CUST_0097,email,2024-10-25,no_response,Rep_02
TCH_000473,CUST_0097,webinar,2024-11-20,positive,Rep_09
TCH_000474,CUST_0097,demo,2024-12-18,neutral,Rep_12
TCH_000475,CUST_0097,call,2024-12-16,neutral,Rep_14
TCH_000476,CUST_0098,demo,2024-12-26,neutral,Rep_05
TCH_000477,CUST_0098,qbr,2024-11-14,neutral,Rep_02
TCH_000478,CUST_0098,qbr,2024-11-10,no_response,Rep_08
TCH_000479,CUST_0098,qbr,2024-06-14,positive,Rep_12
TCH_000480,CUST_0098,meeting,2024-05-13,no_response,Rep_02
TCH_000481,CUST_0098,call,2024-08-04,neutral,Rep_02
TCH_000482,CUST_0098,qbr,2024-05-02,neutral,Rep_15
TCH_000483,CUST_0099,support_ticket,2024-02-11,positive,Rep_14
TCH_000484,CUST_0099,meeting,2024-01-24,neutral,Rep_02
TCH_000485,CUST_0100,webinar,2024-09-21,positive,Rep_13
TCH_000486,CUST_0100,webinar,2023-12-25,neutral,Rep_15
TCH_000487,CUST_0100,qbr,2024-12-10,positive,Rep_07
TCH_000488,CUST_0101,meeting,2024-06-08,no_response,Rep_13
TCH_000489,CUST_0101,call,2024-06-10,neutral,Rep_05
TCH_000490,CUST_0101,support_ticket,2024-03-18,neutral,Rep_11
TCH_000491,CUST_0101,demo,2024-06-17,no_response,Rep_02
TCH_000492,CUST_0101,call,2024-05-31,neutral,Rep_10
TCH_000493,CUST_0102,webinar,2024-06-25,neutral,Rep_15
TCH_000494,CUST_0103,webinar,2024-08-01,positive,Rep_09
TCH_000495,CUST_0103,support_ticket,2024-06-28,positive,Rep_09
TCH_000496,CUST_0103,demo,2024-07-02,neutral,Rep_03
TCH_000497,CUST_0104,qbr,2024-12-23,no_response,Rep_07
TCH_000498,CUST_0104,qbr,2024-01-06,neutral,Rep_02
TCH_000499,CUST_0104,qbr,2024-11-22,positive,Rep_02
TCH_000500,CUST_0104,support_ticket,2024-01-30,neutral,Rep_01
TCH_000501,CUST_0104,webinar,2024-05-26,neutral,Rep_14
TCH_000502,CUST_0105,call,2024-10-26,no_response,Rep_14
TCH_000503,CUST_0105,qbr,2024-02-09,no_response,Rep_12
TCH_000504,CUST_0105,meeting,2024-07-10,positive,Rep_08
TCH_000505,CUST_0105,qbr,2024-06-01,neutral,Rep_07
TCH_000506,CUST_0105,meeting,2023-11-04,neutral,Rep_02
TCH_000507,CUST_0105,call,2023-09-28,neutral,Rep_15
TCH_000508,CUST_0105,email,2024-08-26,no_response,Rep_07
TCH_000509,CUST_0105,call,2023-11-13,positive,Rep_04
TCH_000510,CUST_0106,demo,2024-09-13,positive,Rep_13
TCH_000511,CUST_0106,qbr,2024-08-29,no_response,Rep_12
TCH_000512,CUST_0106,support_ticket,2024-07-29,positive,Rep_08
TCH_000513,CUST_0106,webinar,2024-09-17,neutral,Rep_07
TCH_000514,CUST_0107,support_ticket,2024-11-24,positive,Rep_14
TCH_000515,CUST_0107,support_ticket,2024-08-05,neutral,Rep_14
TCH_000516,CUST_0107,meeting,2024-08-27,positive,Rep_07
TCH_000517,CUST_0107,email,2024-09-23,no_response,Rep_05
TCH_000518,CUST_0108,demo,2024-09-20,no_response,Rep_03
TCH_000519,CUST_0108,demo,2024-08-14,neutral,Rep_08
TCH_000520,CUST_0108,meeting,2024-12-26,positive,Rep_12
TCH_000521,CUST_0108,webinar,2024-10-20,negative,Rep_07
TCH_000522,CUST_0109,email,2024-04-19,neutral,Rep_04
TCH_000523,CUST_0109,demo,2024-09-26,positive,Rep_02
TCH_000524,CUST_0109,webinar,2024-03-24,positive,Rep_12
TCH_000525,CUST_0109,email,2024-04-26,negative,Rep_05
TCH_000526,CUST_0109,meeting,2024-09-05,neutral,Rep_06
TCH_000527,CUST_0109,meeting,2024-12-02,no_response,Rep_02
TCH_000528,CUST_0109,demo,2024-11-11,neutral,Rep_12
TCH_000529,CUST_0110,email,2024-03-21,positive,Rep_12
TCH_000530,CUST_0110,qbr,2024-01-23,neutral,Rep_13
TCH_000531,CUST_0110,support_ticket,2024-12-13,neutral,Rep_07
TCH_000532,CUST_0110,call,2024-04-03,positive,Rep_06
TCH_000533,CUST_0110,qbr,2024-12-11,no_response,Rep_12
TCH_000534,CUST_0110,qbr,2024-09-13,neutral,Rep_11
TCH_000535,CUST_0111,email,2024-05-28,no_response,Rep_08
TCH_000536,CUST_0111,support_ticket,2024-06-10,positive,Rep_01
TCH_000537,CUST_0111,email,2024-08-19,positive,Rep_06
TCH_000538,CUST_0111,email,2024-08-16,positive,Rep_08
TCH_000539,CUST_0111,email,2024-11-22,no_response,Rep_13
TCH_000540,CUST_0112,support_ticket,2024-09-13,positive,Rep_09
TCH_000541,CUST_0112,email,2024-11-06,positive,Rep_14
TCH_000542,CUST_0112,support_ticket,2024-09-26,neutral,Rep_04
TCH_000543,CUST_0113,email,2024-08-03,negative,Rep_07
TCH_000544,CUST_0113,call,2024-09-08,no_response,Rep_04
TCH_000545,CUST_0113,email,2024-08-07,no_response,Rep_11
TCH_000546,CUST_0113,qbr,2024-09-24,positive,Rep_02
TCH_000547,CUST_0113,qbr,2024-10-06,neutral,Rep_09
TCH_000548,CUST_0113,demo,2024-11-18,neutral,Rep_14
TCH_000549,CUST_0114,call,2024-12-14,neutral,Rep_04
TCH_000550,CUST_0114,webinar,2024-07-08,negative,Rep_02
TCH_000551,CUST_0114,support_ticket,2024-06-19,no_response,Rep_13
TCH_000552,CUST_0114,meeting,2024-08-25,neutral,Rep_14
TCH_000553,CUST_0114,webinar,2024-10-15,no_response,Rep_01
TCH_000554,CUST_0114,webinar,2024-06-07,neutral,Rep_14
TCH_000555,CUST_0114,call,2024-11-26,neutral,Rep_15
TCH_000556,CUST_0115,email,2024-09-04,positive,Rep_05
TCH_000557,CUST_0115,call,2024-11-21,neutral,Rep_03
TCH_000558,CUST_0115,meeting,2024-03-23,negative,Rep_15
TCH_000559,CUST_0116,email,2024-11-01,no_response,Rep_09
TCH_000560,CUST_0116,call,2024-03-10,neutral,Rep_04
TCH_000561,CUST_0116,call,2024-03-10,neutral,Rep_05
TCH_000562,CUST_0116,support_ticket,2024-07-09,neutral,Rep_14
TCH_000563,CUST_0116,demo,2024-06-14,neutral,Rep_02
TCH_000564,CUST_0117,webinar,2023-11-13,positive,Rep_09
TCH_000565,CUST_0117,qbr,2023-11-20,neutral,Rep_14
TCH_000566,CUST_0117,demo,2024-06-14,positive,Rep_04
TCH_000567,CUST_0118,demo,2024-10-01,no_response,Rep_09
TCH_000568,CUST_0118,meeting,2023-10-06,no_response,Rep_14
TCH_000569,CUST_0118,meeting,2024-09-19,no_response,Rep_08
TCH_000570,CUST_0118,demo,2024-06-18,neutral,Rep_01
TCH_000571,CUST_0119,support_ticket,2023-09-01,positive,Rep_03
TCH_000572,CUST_0119,webinar,2024-01-12,positive,Rep_13
TCH_000573,CUST_0119,webinar,2023-11-08,neutral,Rep_12
TCH_000574,CUST_0119,email,2024-04-08,neutral,Rep_06
TCH_000575,CUST_0119,webinar,2024-08-20,positive,Rep_10
TCH_000576,CUST_0119,webinar,2024-08-11,neutral,Rep_08
TCH_000577,CUST_0119,email,2023-08-04,no_response,Rep_14
TCH_000578,CUST_0120,support_ticket,2024-06-06,no_response,Rep_12
TCH_000579,CUST_0120,meeting,2024-10-25,negative,Rep_14
TCH_000580,CUST_0120,webinar,2024-07-15,positive,Rep_04
TCH_000581,CUST_0120,meeting,2024-12-30,neutral,Rep_02
TCH_000582,CUST_0121,email,2024-12-30,positive,Rep_13
TCH_000583,CUST_0121,email,2024-04-25,neutral,Rep_01
TCH_000584,CUST_0122,email,2024-12-07,positive,Rep_11
TCH_000585,CUST_0122,demo,2024-12-25,neutral,Rep_07
TCH_000586,CUST_0122,email,2024-09-30,neutral,Rep_10
TCH_000587,CUST_0122,call,2024-11-18,neutral,Rep_13
TCH_000588,CUST_0123,meeting,2024-06-07,neutral,Rep_04
TCH_000589,CUST_0123,email,2024-05-19,no_response,Rep_13
TCH_000590,CUST_0123,qbr,2024-08-01,positive,Rep_14
TCH_000591,CUST_0123,meeting,2024-12-08,neutral,Rep_08
TCH_000592,CUST_0123,qbr,2024-05-12,positive,Rep_11
TCH_000593,CUST_0123,meeting,2024-05-27,positive,Rep_10
TCH_000594,CUST_0123,demo,2024-10-27,neutral,Rep_11
TCH_000595,CUST_0123,email,2024-09-18,no_response,Rep_06
TCH_000596,CUST_0124,webinar,2023-10-14,no_response,Rep_03
TCH_000597,CUST_0124,email,2023-09-06,neutral,Rep_12
TCH_000598,CUST_0124,demo,2023-08-10,no_response,Rep_02
TCH_000599,CUST_0124,call,2023-09-09,no_response,Rep_07
TCH_000600,CUST_0124,meeting,2023-08-31,neutral,Rep_05
TCH_000601,CUST_0124,demo,2024-08-09,positive,Rep_04
TCH_000602,CUST_0124,qbr,2024-10-16,positive,Rep_09
TCH_000603,CUST_0125,email,2024-07-17,neutral,Rep_14
TCH_000604,CUST_0125,support_ticket,2024-11-15,positive,Rep_12
TCH_000605,CUST_0126,call,2024-11-08,positive,Rep_02
TCH_000606,CUST_0126,qbr,2024-04-24,negative,Rep_02
TCH_000607,CUST_0126,qbr,2024-09-25,neutral,Rep_10
TCH_000608,CUST_0126,support_ticket,2024-11-23,positive,Rep_15
TCH_000609,CUST_0127,webinar,2023-07-26,neutral,Rep_04
TCH_000610,CUST_0127,webinar,2023-08-16,no_response,Rep_01
TCH_000611,CUST_0127,meeting,2024-05-12,neutral,Rep_05
TCH_000612,CUST_0127,email,2024-05-05,neutral,Rep_01
TCH_000613,CUST_0127,qbr,2024-07-30,neutral,Rep_05
TCH_000614,CUST_0127,meeting,2023-11-01,no_response,Rep_01
TCH_000615,CUST_0127,support_ticket,2023-10-05,no_response,Rep_07
TCH_000616,CUST_0127,email,2024-12-07,positive,Rep_03
TCH_000617,CUST_0128,support_ticket,2024-11-24,neutral,Rep_10
TCH_000618,CUST_0128,webinar,2023-11-03,no_response,Rep_07
TCH_000619,CUST_0128,email,2023-10-22,neutral,Rep_13
TCH_000620,CUST_0128,support_ticket,2024-12-31,neutral,Rep_13
TCH_000621,CUST_0128,email,2024-11-08,positive,Rep_03
TCH_000622,CUST_0129,support_ticket,2024-11-21,no_response,Rep_08
TCH_000623,CUST_0129,webinar,2024-05-16,no_response,Rep_04
TCH_000624,CUST_0129,webinar,2024-05-20,neutral,Rep_05
TCH_000625,CUST_0129,meeting,2024-12-30,neutral,Rep_07
TCH_000626,CUST_0130,call,2024-12-28,no_response,Rep_03
TCH_000627,CUST_0131,support_ticket,2024-08-29,no_response,Rep_15
TCH_000628,CUST_0131,qbr,2024-12-26,neutral,Rep_05
TCH_000629,CUST_0131,support_ticket,2024-12-15,no_response,Rep_02
TCH_000630,CUST_0131,support_ticket,2024-08-30,positive,Rep_06
TCH_000631,CUST_0131,webinar,2024-09-20,negative,Rep_08
TCH_000632,CUST_0131,webinar,2024-08-22,positive,Rep_10
TCH_000633,CUST_0131,call,2024-12-17,positive,Rep_04
TCH_000634,CUST_0132,meeting,2024-06-01,neutral,Rep_14
TCH_000635,CUST_0132,email,2024-05-03,positive,Rep_09
TCH_000636,CUST_0132,webinar,2024-04-10,no_response,Rep_12
TCH_000637,CUST_0132,email,2023-09-09,no_response,Rep_01
TCH_000638,CUST_0132,demo,2023-12-02,neutral,Rep_08
TCH_000639,CUST_0133,demo,2024-10-13,positive,Rep_09
TCH_000640,CUST_0133,support_ticket,2024-10-15,no_response,Rep_15
TCH_000641,CUST_0133,email,2024-11-29,no_response,Rep_01
TCH_000642,CUST_0133,support_ticket,2024-10-02,positive,Rep_08
TCH_000643,CUST_0133,support_ticket,2024-12-29,neutral,Rep_02
TCH_000644,CUST_0133,support_ticket,2024-11-16,no_response,Rep_08
TCH_000645,CUST_0133,demo,2024-11-02,neutral,Rep_03
TCH_000646,CUST_0134,email,2024-06-21,positive,Rep_12
TCH_000647,CUST_0134,qbr,2024-08-31,neutral,Rep_05
TCH_000648,CUST_0134,qbr,2024-07-18,neutral,Rep_14
TCH_000649,CUST_0134,demo,2024-07-20,neutral,Rep_10
TCH_000650,CUST_0134,support_ticket,2024-08-05,positive,Rep_05
TCH_000651,CUST_0134,meeting,2024-07-12,negative,Rep_01
TCH_000652,CUST_0134,qbr,2024-07-30,neutral,Rep_01
TCH_000653,CUST_0135,call,2024-03-24,positive,Rep_10
TCH_000654,CUST_0135,email,2023-11-19,positive,Rep_10
TCH_000655,CUST_0135,support_ticket,2023-12-11,neutral,Rep_10
TCH_000656,CUST_0136,email,2024-09-12,neutral,Rep_03
TCH_000657,CUST_0136,support_ticket,2024-11-08,positive,Rep_08
TCH_000658,CUST_0136,support_ticket,2024-09-11,positive,Rep_15
TCH_000659,CUST_0136,meeting,2024-10-02,neutral,Rep_06
TCH_000660,CUST_0136,support_ticket,2024-12-14,positive,Rep_05
TCH_000661,CUST_0136,meeting,2024-07-30,neutral,Rep_10
TCH_000662,CUST_0137,demo,2024-03-05,negative,Rep_02
TCH_000663,CUST_0137,email,2024-03-01,neutral,Rep_03
TCH_000664,CUST_0137,meeting,2024-01-03,positive,Rep_02
TCH_000665,CUST_0137,qbr,2024-11-11,negative,Rep_01
TCH_000666,CUST_0137,email,2023-11-24,neutral,Rep_04
TCH_000667,CUST_0138,webinar,2024-06-07,neutral,Rep_14
TCH_000668,CUST_0138,demo,2024-11-19,neutral,Rep_10
TCH_000669,CUST_0138,webinar,2024-08-22,neutral,Rep_06
TCH_000670,CUST_0138,meeting,2024-06-23,negative,Rep_02
TCH_000671,CUST_0138,webinar,2024-11-19,neutral,Rep_09
TCH_000672,CUST_0138,qbr,2024-06-12,neutral,Rep_11
TCH_000673,CUST_0138,call,2024-07-28,neutral,Rep_04
TCH_000674,CUST_0139,webinar,2024-04-01,positive,Rep_11
TCH_000675,CUST_0139,email,2024-07-25,positive,Rep_10
TCH_000676,CUST_0139,qbr,2024-04-12,neutral,Rep_05
TCH_000677,CUST_0139,demo,2024-05-15,neutral,Rep_05
TCH_000678,CUST_0139,meeting,2024-10-18,neutral,Rep_05
TCH_000679,CUST_0140,webinar,2024-08-08,neutral,Rep_07
TCH_000680,CUST_0140,call,2024-10-27,neutral,Rep_10
TCH_000681,CUST_0140,call,2024-09-30,neutral,Rep_03
TCH_000682,CUST_0140,demo,2024-09-19,positive,Rep_15
TCH_000683,CUST_0140,meeting,2024-09-07,no_response,Rep_01
TCH_000684,CUST_0141,demo,2024-11-05,neutral,Rep_12
TCH_000685,CUST_0141,meeting,2024-02-19,neutral,Rep_08
TCH_000686,CUST_0141,webinar,2024-05-30,positive,Rep_05
TCH_000687,CUST_0142,demo,2024-04-10,positive,Rep_03
TCH_000688,CUST_0142,call,2024-03-04,neutral,Rep_07
TCH_000689,CUST_0142,support_ticket,2024-04-19,neutral,Rep_02
TCH_000690,CUST_0142,meeting,2024-08-24,neutral,Rep_08
TCH_000691,CUST_0142,demo,2024-04-14,no_response,Rep_10
TCH_000692,CUST_0142,qbr,2024-04-25,neutral,Rep_04
TCH_000693,CUST_0143,demo,2024-04-12,no_response,Rep_05
TCH_000694,CUST_0143,call,2024-06-08,positive,Rep_15
TCH_000695,CUST_0143,webinar,2024-12-28,positive,Rep_05
TCH_000696,CUST_0143,email,2024-09-10,positive,Rep_08
TCH_000697,CUST_0143,webinar,2024-04-19,no_response,Rep_07
TCH_000698,CUST_0143,email,2024-10-01,no_response,Rep_12
TCH_000699,CUST_0144,call,2024-11-16,neutral,Rep_05
TCH_000700,CUST_0144,demo,2023-09-27,no_response,Rep_07
TCH_000701,CUST_0144,email,2024-09-21,neutral,Rep_04
TCH_000702,CUST_0144,call,2024-03-23,neutral,Rep_10
TCH_000703,CUST_0145,call,2023-12-21,positive,Rep_15
TCH_000704,CUST_0145,support_ticket,2024-06-25,neutral,Rep_03
TCH_000705,CUST_0145,meeting,2024-10-19,positive,Rep_01
TCH_000706,CUST_0145,call,2024-08-01,neutral,Rep_11
TCH_000707,CUST_0145,call,2024-10-16,no_response,Rep_02
TCH_000708,CUST_0146,email,2024-03-30,no_response,Rep_03
TCH_000709,CUST_0146,webinar,2024-10-11,neutral,Rep_08
TCH_000710,CUST_0146,qbr,2024-01-26,no_response,Rep_15
TCH_000711,CUST_0146,call,2023-11-18,no_response,Rep_01
TCH_000712,CUST_0146,email,2023-12-08,negative,Rep_13
TCH_000713,CUST_0146,support_ticket,2024-10-05,no_response,Rep_09
TCH_000714,CUST_0147,call,2024-12-10,no_response,Rep_07
TCH_000715,CUST_0147,webinar,2024-12-29,neutral,Rep_10
TCH_000716,CUST_0147,meeting,2024-01-08,neutral,Rep_13
TCH_000717,CUST_0147,support_ticket,2024-01-18,positive,Rep_05
TCH_000718,CUST_0147,demo,2024-08-03,neutral,Rep_10
TCH_000719,CUST_0147,call,2023-12-23,negative,Rep_08
TCH_000720,CUST_0147,email,2024-06-21,neutral,Rep_04
TCH_000721,CUST_0148,meeting,2024-08-18,no_response,Rep_07
TCH_000722,CUST_0148,demo,2024-12-12,neutral,Rep_09
TCH_000723,CUST_0148,call,2024-07-24,positive,Rep_09
TCH_000724,CUST_0148,support_ticket,2024-11-28,positive,Rep_07
TCH_000725,CUST_0148,demo,2024-10-15,no_response,Rep_15
TCH_000726,CUST_0148,call,2024-09-13,neutral,Rep_10
TCH_000727,CUST_0149,qbr,2024-10-18,no_response,Rep_10
TCH_000728,CUST_0149,qbr,2024-10-06,neutral,Rep_05
TCH_000729,CUST_0149,call,2024-10-30,neutral,Rep_02
TCH_000730,CUST_0149,webinar,2023-12-07,no_response,Rep_15
TCH_000731,CUST_0149,support_ticket,2023-10-08,no_response,Rep_09
TCH_000732,CUST_0149,call,2023-12-22,positive,Rep_02
TCH_000733,CUST_0149,support_ticket,2024-04-30,positive,Rep_05
TCH_000734,CUST_0149,support_ticket,2024-05-13,positive,Rep_13
TCH_000735,CUST_0150,meeting,2024-07-22,neutral,Rep_03
TCH_000736,CUST_0150,webinar,2024-03-19,positive,Rep_13
TCH_000737,CUST_0150,qbr,2024-07-27,no_response,Rep_14
TCH_000738,CUST_0150,webinar,2024-08-05,positive,Rep_03
TCH_000739,CUST_0150,demo,2024-08-02,no_response,Rep_11
TCH_000740,CUST_0150,webinar,2024-05-12,positive,Rep_15
TCH_000741,CUST_0151,email,2024-08-31,positive,Rep_04
TCH_000742,CUST_0151,webinar,2024-09-27,no_response,Rep_04
TCH_000743,CUST_0151,qbr,2024-03-04,negative,Rep_11
TCH_000744,CUST_0152,email,2024-09-24,neutral,Rep_09
TCH_000745,CUST_0152,qbr,2024-04-30,neutral,Rep_13
TCH_000746,CUST_0152,webinar,2024-08-09,no_response,Rep_05
TCH_000747,CUST_0152,meeting,2024-01-24,positive,Rep_09
TCH_000748,CUST_0152,email,2024-06-20,positive,Rep_06
TCH_000749,CUST_0152,demo,2024-09-10,no_response,Rep_13
TCH_000750,CUST_0152,email,2024-07-15,no_response,Rep_01
TCH_000751,CUST_0152,email,2024-07-22,neutral,Rep_03
TCH_000752,CUST_0153,support_ticket,2024-04-24,neutral,Rep_11
TCH_000753,CUST_0153,email,2024-07-21,positive,Rep_10
TCH_000754,CUST_0154,webinar,2024-08-21,neutral,Rep_04
TCH_000755,CUST_0154,email,2024-03-26,no_response,Rep_14
TCH_000756,CUST_0154,meeting,2023-12-12,no_response,Rep_15
TCH_000757,CUST_0154,support_ticket,2024-08-15,neutral,Rep_11
TCH_000758,CUST_0154,webinar,2024-04-25,no_response,Rep_03
TCH_000759,CUST_0154,meeting,2024-06-29,positive,Rep_01
TCH_000760,CUST_0155,meeting,2024-08-28,neutral,Rep_02
TCH_000761,CUST_0155,qbr,2024-12-24,no_response,Rep_04
TCH_000762,CUST_0155,qbr,2024-10-01,no_response,Rep_06
TCH_000763,CUST_0155,support_ticket,2024-09-07,no_response,Rep_07
TCH_000764,CUST_0155,call,2024-11-22,neutral,Rep_15
TCH_000765,CUST_0155,email,2024-10-10,no_response,Rep_07
TCH_000766,CUST_0155,webinar,2024-12-07,neutral,Rep_02
TCH_000767,CUST_0156,email,2024-01-25,positive,Rep_14
TCH_000768,CUST_0156,call,2024-02-01,neutral,Rep_10
TCH_000769,CUST_0156,call,2024-12-21,neutral,Rep_10
TCH_000770,CUST_0156,qbr,2024-06-17,neutral,Rep_08
TCH_000771,CUST_0156,webinar,2024-02-13,neutral,Rep_02
TCH_000772,CUST_0157,qbr,2024-09-17,no_response,Rep_09
TCH_000773,CUST_0157,support_ticket,2024-10-22,neutral,Rep_05
TCH_000774,CUST_0157,call,2024-11-17,neutral,Rep_10
TCH_000775,CUST_0157,email,2024-10-18,negative,Rep_04
TCH_000776,CUST_0157,meeting,2024-11-28,no_response,Rep_08
TCH_000777,CUST_0158,call,2024-08-12,positive,Rep_07
TCH_000778,CUST_0158,email,2024-11-06,neutral,Rep_08
TCH_000779,CUST_0158,support_ticket,2024-07-29,neutral,Rep_04
TCH_000780,CUST_0158,support_ticket,2024-12-31,positive,Rep_04
TCH_000781,CUST_0158,call,2024-09-06,no_response,Rep_09
TCH_000782,CUST_0159,qbr,2024-12-09,neutral,Rep_08
TCH_000783,CUST_0160,email,2024-12-14,positive,Rep_02
TCH_000784,CUST_0160,qbr,2024-07-23,neutral,Rep_01
TCH_000785,CUST_0160,meeting,2024-01-21,no_response,Rep_11
TCH_000786,CUST_0160,webinar,2024-05-29,neutral,Rep_09
TCH_000787,CUST_0160,support_ticket,2024-10-05,positive,Rep_05
TCH_000788,CUST_0160,webinar,2024-01-16,positive,Rep_06
TCH_000789,CUST_0160,email,2023-12-20,positive,Rep_05
TCH_000790,CUST_0161,demo,2024-08-26,neutral,Rep_15
TCH_000791,CUST_0161,demo,2024-09-12,no_response,Rep_02
TCH_000792,CUST_0161,demo,2024-09-14,positive,Rep_05
TCH_000793,CUST_0161,support_ticket,2024-12-01,neutral,Rep_07
TCH_000794,CUST_0162,meeting,2024-11-08,neutral,Rep_13
TCH_000795,CUST_0162,support_ticket,2024-10-09,neutral,Rep_15
TCH_000796,CUST_0162,email,2024-12-15,no_response,Rep_10
TCH_000797,CUST_0162,webinar,2024-10-07,neutral,Rep_06
TCH_000798,CUST_0163,email,2024-04-02,positive,Rep_05
TCH_000799,CUST_0163,demo,2024-09-27,no_response,Rep_05
TCH_000800,CUST_0163,support_ticket,2024-02-15,no_response,Rep_10
TCH_000801,CUST_0163,meeting,2024-09-05,positive,Rep_09
TCH_000802,CUST_0163,support_ticket,2024-11-10,neutral,Rep_11
TCH_000803,CUST_0163,demo,2024-05-09,no_response,Rep_13
TCH_000804,CUST_0164,email,2024-07-02,positive,Rep_14
TCH_000805,CUST_0164,qbr,2024-07-31,positive,Rep_12
TCH_000806,CUST_0164,demo,2024-08-25,positive,Rep_13
TCH_000807,CUST_0164,call,2024-03-07,neutral,Rep_06
TCH_000808,CUST_0164,meeting,2024-05-21,positive,Rep_03
TCH_000809,CUST_0164,qbr,2024-03-09,positive,Rep_06
TCH_000810,CUST_0165,webinar,2024-06-26,no_response,Rep_13
TCH_000811,CUST_0165,meeting,2024-12-09,no_response,Rep_05
TCH_000812,CUST_0165,call,2024-12-21,no_response,Rep_15
TCH_000813,CUST_0165,demo,2024-04-27,positive,Rep_08
TCH_000814,CUST_0166,demo,2024-02-22,neutral,Rep_10
TCH_000815,CUST_0166,demo,2023-11-08,neutral,Rep_04
