touch_id,customer_id,touch_date,touch_type,sales_rep_id,outcome
1275,126,2025-01-28,Demo,9,No Response
1276,126,2025-02-19,Email,3,Meeting Scheduled
1277,126,2025-03-12,Demo,5,Meeting Scheduled
1278,126,2025-04-03,Call,2,Opportunity
1279,126,2025-04-24,Email,4,Connected
1280,126,2025-05-16,Call,8,Opportunity
1281,127,2024-05-17,Check-in,2,Meeting Scheduled
1282,127,2024-06-08,Email,1,No Response
1283,127,2024-07-01,Call,7,Meeting Scheduled
1284,127,2024-07-24,Check-in,3,No Response
1285,127,2024-08-16,Check-in,8,Connected
1286,127,2024-09-08,Call,10,No Response
1287,127,2024-09-30,Email,10,Connected
1288,127,2024-10-23,Email,1,Meeting Scheduled
1289,127,2024-11-15,Check-in,9,No Response
1290,127,2024-12-08,Email,9,Connected
1291,127,2024-12-31,Email,3,Connected
1292,127,2025-01-22,Call,1,Connected
1293,127,2025-02-14,Call,3,No Response
1294,127,2025-03-09,Call,4,Connected
1295,127,2025-04-01,Call,7,No Response
1296,127,2025-04-24,Call,7,No Response
1297,127,2025-05-17,Demo,1,Opportunity
1298,129,2024-05-20,Call,10,Connected
1299,129,2024-06-19,Email,2,Connected
1300,129,2024-07-19,Call,1,Connected
1301,129,2024-08-19,Demo,6,Connected
1302,129,2024-09-18,Call,3,Meeting Scheduled
1303,129,2024-10-19,Email,1,No Response
1304,129,2024-11-18,Check-in,5,Connected
1305,129,2024-12-18,Call,8,Connected
1306,129,2025-01-18,Email,4,Meeting Scheduled
1307,129,2025-02-17,Email,1,No Response
1308,129,2025-03-20,Call,8,Connected
1309,129,2025-04-19,Call,2,Connected
1310,129,2025-05-20,Check-in,9,Connected
1311,130,2024-05-21,Email,6,No Response
1312,130,2024-06-14,Check-in,4,Connected
1313,130,2024-07-08,Call,6,Meeting Scheduled
1314,130,2024-08-02,Email,5,Meeting Scheduled
1315,130,2024-08-26,Email,2,Connected
1316,130,2024-09-19,Email,9,Connected
1317,130,2024-10-14,Call,5,Connected
1318,130,2024-11-07,Call,1,Connected
1319,130,2024-12-01,Email,9,Opportunity
1320,130,2024-12-26,Email,5,Opportunity
1321,130,2025-01-19,Call,6,Connected
1322,130,2025-02-12,Call,8,Connected
1323,130,2025-03-09,Email,3,Connected
1324,130,2025-04-02,Email,1,Connected
1325,130,2025-04-26,Email,1,Connected
1326,130,2025-05-21,Demo,1,Connected
1327,131,2024-05-22,Call,5,No Response
1328,131,2024-06-19,Demo,9,No Response
1329,131,2024-07-17,Demo,3,Connected
1330,131,2024-08-14,Demo,3,No Response
1331,131,2024-09-11,Demo,4,Opportunity
1332,131,2024-10-09,Call,1,Opportunity
1333,131,2024-11-06,Call,2,Meeting Scheduled
1334,131,2024-12-04,Call,4,No Response
1335,131,2025-01-01,Call,2,No Response
1336,131,2025-01-29,Email,4,No Response
1337,131,2025-02-26,Email,8,Meeting Scheduled
1338,131,2025-03-26,Demo,2,No Response
1339,131,2025-04-23,Email,3,Connected
1340,131,2025-05-22,Email,1,No Response
1341,133,2024-05-24,Call,10,Meeting Scheduled
1342,133,2024-11-22,Email,8,Opportunity
1343,133,2025-05-24,Email,5,Connected
1344,134,2024-05-25,Email,9,Connected
1345,134,2024-06-18,Email,7,Meeting Scheduled
1346,134,2024-07-12,Call,2,Meeting Scheduled
1347,134,2024-08-06,Call,1,Opportunity
1348,134,2024-08-30,Check-in,5,No Response
1349,134,2024-09-23,Check-in,1,Connected
1350,134,2024-10-18,Demo,6,Opportunity
1351,134,2024-11-11,Email,6,Meeting Scheduled
1352,134,2024-12-05,Call,2,Meeting Scheduled
1353,134,2024-12-30,Call,8,Connected
1354,134,2025-01-23,Call,6,No Response
1355,134,2025-02-16,Email,9,Connected
1356,134,2025-03-13,Call,8,Opportunity
1357,134,2025-04-06,Call,8,Connected
1358,134,2025-04-30,Email,9,Meeting Scheduled
1359,134,2025-05-25,Email,6,Connected
1360,135,2024-05-26,Email,6,Connected
1361,135,2024-11-24,Email,2,Connected
1362,135,2025-05-26,Call,7,Connected
1363,136,2024-05-27,Call,1,No Response
1364,136,2025-05-27,Call,3,No Response
1365,137,2024-05-28,Email,9,No Response
1366,137,2024-06-21,Email,2,Connected
1367,137,2024-07-15,Email,10,Opportunity
1368,137,2024-08-09,Demo,7,No Response
1369,137,2024-09-02,Demo,3,No Response
1370,137,2024-09-26,Check-in,1,Meeting Scheduled
1371,137,2024-10-21,Demo,6,Opportunity
1372,137,2024-11-14,Email,9,Opportunity
1373,137,2024-12-08,Email,6,Connected
1374,137,2025-01-02,Email,3,Meeting Scheduled
1375,137,2025-01-26,Call,7,Connected
1376,137,2025-02-19,Check-in,1,Connected
1377,137,2025-03-16,Email,2,Connected
1378,137,2025-04-09,Email,3,Connected
1379,137,2025-05-03,Demo,6,Opportunity
1380,137,2025-05-28,Email,1,Meeting Scheduled
1381,138,2024-05-29,Demo,9,Meeting Scheduled
1382,138,2024-08-28,Email,3,Connected
1383,138,2024-11-27,Demo,6,No Response
1384,138,2025-02-26,Email,8,Meeting Scheduled
1385,138,2025-05-29,Call,4,Connected
1386,139,2024-05-30,Email,8,No Response
1387,139,2024-07-09,Check-in,6,No Response
1388,139,2024-08-19,Call,10,Connected
1389,139,2024-09-28,Demo,6,No Response
1390,139,2024-11-08,Call,8,Opportunity
1391,139,2024-12-18,Email,5,No Response
1392,139,2025-01-28,Check-in,5,Opportunity
1393,139,2025-03-09,Email,5,Connected
1394,139,2025-04-19,Check-in,6,Meeting Scheduled
1395,139,2025-05-30,Call,5,No Response
1396,140,2024-06-01,Call,7,Connected
1397,140,2024-06-29,Call,10,No Response
1398,140,2024-07-27,Email,8,Connected
1399,140,2024-08-24,Call,3,No Response
1400,140,2024-09-21,Check-in,1,Connected
1401,140,2024-10-19,Demo,9,Connected
1402,140,2024-11-16,Email,8,Connected
1403,140,2024-12-14,Email,1,No Response
1404,140,2025-01-11,Call,4,No Response
1405,140,2025-02-08,Call,4,Meeting Scheduled
1406,140,2025-03-08,Demo,5,Meeting Scheduled
1407,140,2025-04-05,Email,5,Connected
1408,140,2025-05-03,Email,8,No Response
1409,140,2025-06-01,Call,2,Opportunity
1410,141,2024-06-02,Check-in,1,No Response
1411,141,2024-06-26,Call,4,Meeting Scheduled
1412,141,2024-07-20,Demo,7,No Response
1413,141,2024-08-14,Call,1,Connected
1414,141,2024-09-07,Demo,1,Connected
1415,141,2024-10-01,Email,7,Meeting Scheduled
1416,141,2024-10-26,Email,7,Meeting Scheduled
1417,141,2024-11-19,Check-in,9,Opportunity
1418,141,2024-12-13,Email,7,No Response
1419,141,2025-01-07,Email,6,Connected
1420,141,2025-01-31,Email,1,Meeting Scheduled
1421,141,2025-02-24,Email,9,Meeting Scheduled
1422,141,2025-03-21,Email,8,Connected
1423,141,2025-04-14,Email,9,Opportunity
1424,141,2025-05-08,Call,1,Connected
1425,141,2025-06-02,Call,10,Meeting Scheduled
1426,142,2024-06-03,Email,3,No Response
1427,142,2024-07-01,Call,6,No Response
1428,142,2024-07-29,Call,5,Connected
1429,142,2024-08-26,Call,5,No Response
1430,142,2024-09-23,Call,6,No Response
1431,142,2024-10-21,Call,7,Connected
1432,142,2024-11-18,Email,4,Meeting Scheduled
1433,142,2024-12-16,Email,9,Opportunity
1434,142,2025-01-13,Call,4,No Response
1435,142,2025-02-10,Email,8,Connected
1436,142,2025-03-10,Call,5,Connected
1437,142,2025-04-07,Email,5,Opportunity
1438,142,2025-05-05,Call,1,No Response
1439,142,2025-06-03,Email,2,Connected
1440,143,2024-06-04,Email,4,No Response
1441,144,2024-06-05,Email,6,No Response
1442,144,2024-07-03,Email,5,Meeting Scheduled
1443,144,2024-07-31,Call,1,No Response
1444,144,2024-08-28,Call,5,Meeting Scheduled
1445,144,2024-09-25,Email,6,No Response
1446,144,2024-10-23,Email,3,Connected
1447,144,2024-11-20,Call,3,No Response
1448,144,2024-12-18,Demo,1,Connected
1449,144,2025-01-15,Demo,7,Meeting Scheduled
1450,144,2025-02-12,Demo,1,No Response
1451,144,2025-03-12,Demo,7,Opportunity
1452,144,2025-04-09,Email,1,Meeting Scheduled
1453,144,2025-05-07,Email,3,No Response
1454,144,2025-06-05,Email,3,Opportunity
1455,145,2024-06-06,Demo,4,No Response
1456,145,2024-07-16,Call,10,No Response
1457,145,2024-08-26,Demo,1,No Response
1458,145,2024-10-05,Call,7,Connected
1459,145,2024-11-15,Email,9,No Response
1460,145,2024-12-25,Email,2,Connected
1461,145,2025-02-04,Call,2,Meeting Scheduled
1462,145,2025-03-16,Demo,8,Connected
1463,145,2025-04-26,Check-in,9,Connected
1464,145,2025-06-06,Demo,9,No Response
1465,147,2024-06-08,Check-in,10,Connected
1466,147,2024-06-28,Email,6,Connected
1467,147,2024-07-18,Check-in,4,No Response
1468,147,2024-08-07,Check-in,2,Meeting Scheduled
1469,147,2024-08-28,Call,2,No Response
1470,147,2024-09-17,Email,1,Connected
1471,147,2024-10-07,Call,6,Meeting Scheduled
1472,147,2024-10-27,Email,1,Connected
1473,147,2024-11-17,Check-in,9,Meeting Scheduled
1474,147,2024-12-07,Call,3,Meeting Scheduled
1475,147,2024-12-27,Demo,4,No Response
1476,147,2025-01-17,Check-in,2,No Response
1477,147,2025-02-06,Email,6,No Response
1478,147,2025-02-26,Email,7,Meeting Scheduled
1479,147,2025-03-18,Call,5,No Response
1480,147,2025-04-08,Demo,2,Opportunity
1481,147,2025-04-28,Email,4,No Response
1482,147,2025-05-18,Call,7,No Response
1483,147,2025-06-08,Demo,5,Connected
1484,148,2024-06-09,Demo,1,No Response
1485,148,2024-10-08,Demo,2,Connected
1486,148,2025-02-07,Demo,2,Connected
1487,148,2025-06-09,Email,1,Connected
1488,149,2024-06-10,Call,4,No Response
1489,149,2024-07-20,Email,7,Meeting Scheduled
1490,149,2024-08-30,Call,5,Connected
1491,149,2024-10-09,Demo,3,Opportunity
1492,149,2024-11-19,Check-in,4,Connected
1493,149,2024-12-29,Email,7,Connected
1494,149,2025-02-08,Email,6,Connected
1495,149,2025-03-20,Call,6,Connected
1496,149,2025-04-30,Call,7,Connected
1497,149,2025-06-10,Email,8,No Response
1498,150,2024-06-12,Call,6,Connected
1499,150,2024-07-03,Check-in,1,No Response
1500,150,2024-07-24,Call,1,Meeting Scheduled
1501,150,2024-08-15,Email,5,Connected
1502,150,2024-09-05,Email,6,No Response
1503,150,2024-09-27,Call,10,No Response
1504,150,2024-10-18,Call,6,Opportunity
1505,150,2024-11-09,Email,3,Meeting Scheduled
1506,150,2024-11-30,Call,6,Opportunity
1507,150,2024-12-22,Email,7,No Response
1508,150,2025-01-12,Demo,9,Connected
1509,150,2025-02-03,Email,2,No Response
1510,150,2025-02-24,Demo,4,Connected
1511,150,2025-03-18,Demo,9,Connected
1512,150,2025-04-08,Email,10,Connected
1513,150,2025-04-30,Demo,8,No Response
1514,150,2025-05-21,Demo,6,Meeting Scheduled
1515,150,2025-06-12,Demo,10,Meeting Scheduled
1516,151,2024-06-13,Demo,7,No Response
1517,151,2024-08-25,Demo,7,Opportunity
1518,151,2024-11-06,Email,5,No Response
1519,151,2025-01-18,Email,7,Meeting Scheduled
1520,151,2025-04-01,Demo,3,Connected
1521,151,2025-06-13,Demo,1,Connected
1522,152,2024-06-14,Email,3,No Response
1523,152,2024-07-24,Call,1,No Response
1524,152,2024-09-03,Email,3,Connected
1525,152,2024-10-13,Email,6,Connected
1526,152,2024-11-23,Email,10,Connected
1527,152,2025-01-02,Call,2,No Response
1528,152,2025-02-12,Email,6,Connected
1529,152,2025-03-24,Call,7,Connected
1530,152,2025-05-04,Call,2,Connected
1531,152,2025-06-14,Call,5,Opportunity
1532,153,2024-06-15,Email,2,No Response
1533,153,2024-07-25,Email,4,No Response
1534,153,2024-09-04,Call,3,Meeting Scheduled
1535,153,2024-10-14,Email,10,No Response
1536,153,2024-11-24,Email,8,No Response
1537,153,2025-01-03,Check-in,7,No Response
1538,153,2025-02-13,Call,4,Connected
1539,153,2025-03-25,Call,3,No Response
1540,153,2025-05-05,Email,10,Connected
1541,153,2025-06-15,Demo,5,No Response
1542,154,2024-06-16,Call,8,No Response
1543,154,2025-06-16,Demo,7,Connected
1544,155,2024-06-17,Email,3,No Response
1545,155,2024-07-09,Email,3,Connected
1546,155,2024-08-01,Email,7,No Response
1547,155,2024-08-24,Email,5,Connected
1548,155,2024-09-16,Email,2,No Response
1549,155,2024-10-09,Call,6,Connected
1550,155,2024-10-31,Check-in,8,Connected
1551,155,2024-11-23,Email,7,No Response
1552,155,2024-12-16,Email,3,Opportunity
1553,155,2025-01-08,Call,3,Connected
1554,155,2025-01-31,Demo,4,Connected
1555,155,2025-02-22,Call,9,Connected
1556,155,2025-03-17,Check-in,5,No Response
1557,155,2025-04-09,Demo,4,No Response
1558,155,2025-05-02,Email,2,No Response
1559,155,2025-05-25,Email,2,Connected
1560,155,2025-06-17,Email,10,No Response
1561,156,2024-06-18,Call,3,Connected
1562,156,2024-07-14,Email,8,Opportunity
1563,156,2024-08-09,Call,10,Connected
1564,156,2024-09-04,Demo,9,No Response
1565,156,2024-09-30,Call,9,Opportunity
1566,156,2024-10-26,Email,4,Meeting Scheduled
1567,156,2024-11-21,Demo,9,Connected
1568,156,2024-12-17,Email,7,Connected
1569,156,2025-01-12,Email,4,Connected
1570,156,2025-02-07,Check-in,1,Opportunity
1571,156,2025-03-05,Check-in,1,No Response
1572,156,2025-03-31,Email,4,Connected
1573,156,2025-04-26,Demo,7,Meeting Scheduled
1574,156,2025-05-22,Check-in,9,Meeting Scheduled
1575,156,2025-06-18,Email,3,No Response
1576,157,2024-06-19,Check-in,8,Connected
1577,157,2024-07-10,Call,2,Connected
1578,157,2024-07-31,Email,8,Connected
1579,157,2024-08-22,Email,1,Meeting Scheduled
1580,157,2024-09-12,Demo,2,Connected
1581,157,2024-10-04,Call,3,Opportunity
1582,157,2024-10-25,Demo,10,Meeting Scheduled
1583,157,2024-11-16,Demo,9,Meeting Scheduled
1584,157,2024-12-07,Email,7,No Response
1585,157,2024-12-29,Call,2,Connected
1586,157,2025-01-19,Check-in,5,No Response
1587,157,2025-02-10,Demo,4,Connected
1588,157,2025-03-03,Call,7,No Response
1589,157,2025-03-25,Email,3,Meeting Scheduled
1590,157,2025-04-15,Demo,6,Opportunity
1591,157,2025-05-07,Demo,8,Meeting Scheduled
1592,157,2025-05-28,Email,8,Opportunity
1593,157,2025-06-19,Demo,6,Connected
1594,158,2024-06-20,Email,4,Opportunity
1595,158,2024-12-19,Email,10,Meeting Scheduled
1596,158,2025-06-20,Email,9,Connected
1597,159,2024-06-21,Call,1,Meeting Scheduled
1598,159,2024-07-27,Email,5,No Response
1599,159,2024-09-02,Call,8,Meeting Scheduled
1600,159,2024-10-08,Check-in,3,Connected
1601,159,2024-11-14,Email,6,Opportunity
1602,159,2024-12-20,Email,1,No Response
1603,159,2025-01-26,Email,9,No Response
1604,159,2025-03-03,Email,7,Meeting Scheduled
1605,159,2025-04-09,Email,8,Opportunity
1606,159,2025-05-15,Email,3,Meeting Scheduled
1607,159,2025-06-21,Demo,10,Connected
1608,160,2024-06-22,Email,9,No Response
1609,161,2024-06-24,Demo,6,Connected
1610,161,2024-07-14,Email,9,Opportunity
1611,161,2024-08-03,Email,4,Connected
1612,161,2024-08-23,Call,2,No Response
1613,161,2024-09-13,Email,6,No Response
1614,161,2024-10-03,Email,4,Meeting Scheduled
1615,161,2024-10-23,Email,7,Meeting Scheduled
1616,161,2024-11-12,Email,4,Connected
1617,161,2024-12-03,Email,7,No Response
1618,161,2024-12-23,Call,8,No Response
1619,161,2025-01-12,Email,5,Connected
1620,161,2025-02-02,Email,2,Connected
1621,161,2025-02-22,Email,2,Opportunity
1622,161,2025-03-14,Call,4,Connected
1623,161,2025-04-03,Call,2,No Response
1624,161,2025-04-24,Email,8,Meeting Scheduled
1625,161,2025-05-14,Call,3,Meeting Scheduled
1626,161,2025-06-03,Call,1,Meeting Scheduled
1627,161,2025-06-24,Call,1,Connected
1628,162,2024-06-25,Check-in,10,No Response
1629,163,2024-06-26,Call,4,Connected
1630,163,2024-07-20,Demo,10,Meeting Scheduled
1631,163,2024-08-13,Call,3,Connected
1632,163,2024-09-07,Email,10,Connected
1633,163,2024-10-01,Call,9,Connected
1634,163,2024-10-25,Email,10,Meeting Scheduled
1635,163,2024-11-19,Call,3,No Response
1636,163,2024-12-13,Check-in,8,Connected
1637,163,2025-01-06,Email,6,Connected
1638,163,2025-01-31,Call,9,No Response
1639,163,2025-02-24,Demo,7,No Response
1640,163,2025-03-20,Check-in,5,Meeting Scheduled
1641,163,2025-04-14,Email,2,Meeting Scheduled
1642,163,2025-05-08,Check-in,10,Opportunity
1643,163,2025-06-01,Email,1,No Response
1644,163,2025-06-26,Call,3,Meeting Scheduled
1645,164,2024-06-27,Email,7,Opportunity
1646,164,2024-09-26,Email,2,Connected
1647,164,2024-12-26,Demo,2,Opportunity
1648,164,2025-03-27,Email,8,Meeting Scheduled
1649,164,2025-06-27,Demo,8,Meeting Scheduled
1650,165,2024-06-28,Call,1,Meeting Scheduled
1651,165,2024-08-12,Call,2,Opportunity
1652,165,2024-09-27,Demo,1,Connected
1653,165,2024-11-11,Email,6,No Response
1654,165,2024-12-27,Email,6,Connected
1655,165,2025-02-11,Call,10,Opportunity
1656,165,2025-03-28,Check-in,9,Connected
1657,165,2025-05-13,Demo,3,Connected
1658,165,2025-06-28,Email,3,Connected
1659,166,2024-06-29,Check-in,1,Meeting Scheduled
1660,166,2025-06-29,Email,3,No Response
1661,167,2024-06-30,Email,1,No Response
1662,167,2024-09-29,Email,6,Opportunity
1663,167,2024-12-29,Email,5,No Response
1664,167,2025-03-30,Email,9,No Response
1665,167,2025-06-30,Call,9,No Response
1666,168,2024-07-01,Email,4,Connected
1667,168,2024-08-30,Check-in,6,Connected
1668,168,2024-10-30,Email,2,Connected
1669,168,2024-12-30,Call,10,No Response
1670,168,2025-03-01,Call,3,No Response
1671,168,2025-05-01,Call,6,No Response
1672,168,2025-07-01,Demo,3,No Response
1673,169,2024-07-02,Call,7,Connected
1674,169,2024-07-22,Email,6,Meeting Scheduled
1675,169,2024-08-11,Call,8,No Response
1676,169,2024-08-31,Email,8,Connected
1677,169,2024-09-21,Email,7,No Response
1678,169,2024-10-11,Call,10,No Response
1679,169,2024-10-31,Demo,2,Connected
1680,169,2024-11-20,Email,9,No Response
1681,169,2024-12-11,Email,2,Meeting Scheduled
1682,169,2024-12-31,Email,3,Connected
1683,169,2025-01-20,Call,2,No Response
1684,169,2025-02-10,Email,10,Meeting Scheduled
1685,169,2025-03-02,Call,2,No Response
1686,169,2025-03-22,Call,7,No Response
1687,169,2025-04-11,Check-in,8,No Response
1688,169,2025-05-02,Email,4,Meeting Scheduled
1689,169,2025-05-22,Email,8,Meeting Scheduled
1690,169,2025-06-11,Demo,6,Connected
1691,169,2025-07-02,Call,8,Connected
1692,170,2024-07-03,Email,2,Meeting Scheduled
1693,170,2024-09-14,Email,2,Connected
1694,170,2024-11-26,Email,10,No Response
1695,170,2025-02-07,Demo,1,Opportunity
1696,170,2025-04-21,Call,9,Connected
1697,170,2025-07-03,Email,6,Connected
1698,171,2024-07-05,Call,3,Connected
1699,172,2024-07-06,Call,5,Connected
1700,172,2024-08-27,Demo,10,Connected
1701,172,2024-10-18,Demo,9,Meeting Scheduled
1702,172,2024-12-09,Email,4,Connected
1703,172,2025-01-30,Call,8,Connected
1704,172,2025-03-23,Demo,2,No Response
1705,172,2025-05-14,Call,8,Connected
1706,172,2025-07-06,Call,6,No Response
1707,173,2024-07-07,Call,9,No Response
1708,173,2025-01-05,Demo,6,Connected
1709,173,2025-07-07,Call,2,Connected
1710,174,2024-07-08,Email,8,Meeting Scheduled
1711,174,2025-07-08,Email,1,Connected
1712,175,2024-07-09,Demo,3,Connected
1713,175,2024-08-11,Call,8,No Response
1714,175,2024-09-13,Email,2,Connected
1715,175,2024-10-16,Demo,4,Connected
1716,175,2024-11-18,Call,1,Connected
1717,175,2024-12-21,Demo,7,No Response
1718,175,2025-01-24,Email,10,No Response
1719,175,2025-02-26,Check-in,10,No Response
1720,175,2025-03-31,Email,1,Connected
1721,175,2025-05-03,Call,9,No Response
1722,175,2025-06-05,Check-in,3,Opportunity
1723,175,2025-07-09,Email,8,Connected
1724,176,2024-07-10,Call,3,Connected
1725,176,2024-09-21,Call,3,Connected
1726,176,2024-12-03,Demo,2,Connected
1727,176,2025-02-14,Demo,9,Meeting Scheduled
1728,176,2025-04-28,Demo,10,No Response
1729,176,2025-07-10,Email,7,Connected
1730,177,2024-07-11,Check-in,2,Meeting Scheduled
1731,177,2024-08-01,Demo,1,Opportunity
1732,177,2024-08-22,Demo,4,Meeting Scheduled
1733,177,2024-09-13,Demo,1,Connected
1734,177,2024-10-04,Email,7,Opportunity
1735,177,2024-10-26,Demo,2,Connected
1736,177,2024-11-16,Call,6,Connected
1737,177,2024-12-08,Check-in,9,Opportunity
1738,177,2024-12-29,Email,3,No Response
1739,177,2025-01-20,Call,4,Connected
1740,177,2025-02-10,Check-in,10,Meeting Scheduled
1741,177,2025-03-04,Demo,9,No Response
1742,177,2025-03-25,Email,3,Meeting Scheduled
1743,177,2025-04-16,Email,8,Connected
1744,177,2025-05-07,Demo,7,Meeting Scheduled
1745,177,2025-05-29,Demo,7,Connected
1746,177,2025-06-19,Demo,9,No Response
1747,177,2025-07-11,Check-in,10,Opportunity
1748,178,2024-07-12,Call,7,Opportunity
1749,178,2024-08-07,Demo,8,No Response
1750,178,2024-09-02,Demo,8,No Response
1751,178,2024-09-28,Call,8,Meeting Scheduled
1752,178,2024-10-24,Demo,1,No Response
1753,178,2024-11-19,Email,4,Meeting Scheduled
1754,178,2024-12-15,Check-in,8,No Response
1755,178,2025-01-10,Demo,1,No Response
1756,178,2025-02-05,Email,3,Connected
1757,178,2025-03-03,Email,3,No Response
1758,178,2025-03-29,Email,1,No Response
1759,178,2025-04-24,Check-in,5,No Response
1760,178,2025-05-20,Call,4,Connected
1761,178,2025-06-15,Demo,1,Meeting Scheduled
1762,178,2025-07-12,Call,4,Opportunity
1763,179,2024-07-13,Call,3,Meeting Scheduled
1764,179,2024-08-02,Email,1,Connected
1765,179,2024-08-22,Email,2,Connected
1766,179,2024-09-11,Demo,5,No Response
1767,179,2024-10-02,Demo,4,Connected
1768,179,2024-10-22,Email,10,Connected
1769,179,2024-11-11,Call,1,No Response
1770,179,2024-12-01,Email,6,Connected
1771,179,2024-12-22,Email,9,Meeting Scheduled
1772,179,2025-01-11,Email,5,Meeting Scheduled
1773,179,2025-01-31,Demo,6,Connected
1774,179,2025-02-21,Email,9,Meeting Scheduled
1775,179,2025-03-13,Email,6,No Response
1776,179,2025-04-02,Email,6,Meeting Scheduled
1777,179,2025-04-22,Email,1,Meeting Scheduled
1778,179,2025-05-13,Call,9,Meeting Scheduled
1779,179,2025-06-02,Check-in,3,No Response
1780,179,2025-06-22,Check-in,4,No Response
1781,179,2025-07-13,Email,7,Opportunity
1782,180,2024-07-14,Email,7,No Response
1783,180,2024-09-25,Call,5,Opportunity
1784,180,2024-12-07,Email,7,Connected
1785,180,2025-02-18,Call,5,Connected
1786,180,2025-05-02,Email,5,Meeting Scheduled
1787,180,2025-07-14,Demo,1,No Response
1788,181,2024-07-15,Call,1,No Response
1789,181,2024-08-05,Call,8,No Response
1790,181,2024-08-26,Call,10,Meeting Scheduled
1791,181,2024-09-17,Call,6,No Response
1792,181,2024-10-08,Call,5,Meeting Scheduled
1793,181,2024-10-30,Demo,9,Meeting Scheduled
1794,181,2024-11-20,Email,5,No Response
1795,181,2024-12-12,Call,9,Meeting Scheduled
1796,181,2025-01-02,Check-in,8,No Response
1797,181,2025-01-24,Call,5,Meeting Scheduled
1798,181,2025-02-14,Email,3,Meeting Scheduled
1799,181,2025-03-08,Demo,9,Opportunity
1800,181,2025-03-29,Email,9,Meeting Scheduled
1801,181,2025-04-20,Email,2,Meeting Scheduled
1802,181,2025-05-11,Call,9,Meeting Scheduled
1803,181,2025-06-02,Call,3,Connected
1804,181,2025-06-23,Call,5,Connected
1805,181,2025-07-15,Email,2,Meeting Scheduled
1806,182,2024-07-17,Email,5,No Response
1807,182,2025-07-17,Email,1,No Response
1808,183,2024-07-18,Email,3,No Response
1809,183,2024-08-11,Email,5,No Response
1810,183,2024-09-04,Call,6,Opportunity
1811,183,2024-09-29,Demo,6,Connected
1812,183,2024-10-23,Email,2,No Response
1813,183,2024-11-16,Call,8,No Response
1814,183,2024-12-11,Call,5,No Response
1815,183,2025-01-04,Email,1,Connected
1816,183,2025-01-28,Email,5,Connected
1817,183,2025-02-22,Email,8,Meeting Scheduled
1818,183,2025-03-18,Demo,1,Meeting Scheduled
1819,183,2025-04-11,Check-in,3,Connected
1820,183,2025-05-06,Call,8,No Response
1821,183,2025-05-30,Demo,10,Connected
1822,183,2025-06-23,Email,2,Meeting Scheduled
1823,183,2025-07-18,Demo,3,No Response
1824,184,2024-07-19,Call,4,Connected
1825,184,2024-11-17,Call,1,Opportunity
1826,184,2025-03-19,Email,10,No Response
1827,184,2025-07-19,Call,2,No Response
1828,185,2024-07-20,Email,8,Opportunity
1829,185,2024-10-01,Email,9,Connected
1830,185,2024-12-13,Call,5,Connected
1831,185,2025-02-24,Call,8,Connected
1832,185,2025-05-08,Demo,4,Connected
1833,185,2025-07-20,Call,6,Connected
1834,186,2024-07-21,Email,8,No Response
1835,186,2024-08-14,Check-in,7,Connected
1836,186,2024-09-07,Email,8,Connected
1837,186,2024-10-02,Email,9,Meeting Scheduled
1838,186,2024-10-26,Check-in,7,Connected
1839,186,2024-11-19,Call,8,Opportunity
1840,186,2024-12-14,Call,8,Connected
1841,186,2025-01-07,Email,4,No Response
1842,186,2025-01-31,Email,1,Meeting Scheduled
1843,186,2025-02-25,Email,6,Meeting Scheduled
1844,186,2025-03-21,Email,9,No Response
1845,186,2025-04-14,Call,2,No Response
1846,186,2025-05-09,Check-in,2,Opportunity
1847,186,2025-06-02,Call,8,Connected
1848,186,2025-06-26,Email,4,Connected
1849,186,2025-07-21,Email,8,Opportunity
1850,188,2024-07-23,Email,9,Connected
1851,188,2024-08-28,Check-in,2,No Response
1852,188,2024-10-04,Email,7,No Response
1853,188,2024-11-09,Call,7,No Response
1854,188,2024-12-16,Email,1,Connected
1855,188,2025-01-21,Email,8,Connected
1856,188,2025-02-27,Email,9,No Response
1857,188,2025-04-04,Email,10,Meeting Scheduled
1858,188,2025-05-11,Demo,7,Meeting Scheduled
1859,188,2025-06-16,Check-in,3,Meeting Scheduled
1860,188,2025-07-23,Demo,8,Opportunity
1861,189,2024-07-24,Call,6,Connected
1862,189,2024-08-13,Call,3,Connected
1863,189,2024-09-02,Email,10,No Response
1864,189,2024-09-22,Demo,3,No Response
1865,189,2024-10-13,Call,10,Connected
1866,189,2024-11-02,Demo,8,No Response
1867,189,2024-11-22,Call,7,Connected
1868,189,2024-12-12,Call,7,No Response
1869,189,2025-01-02,Call,6,No Response
1870,189,2025-01-22,Email,1,Connected
1871,189,2025-02-11,Call,4,Meeting Scheduled
1872,189,2025-03-04,Email,5,Connected
1873,189,2025-03-24,Call,4,Meeting Scheduled
1874,189,2025-04-13,Demo,9,No Response
1875,189,2025-05-03,Email,10,No Response
1876,189,2025-05-24,Call,9,Connected
1877,189,2025-06-13,Email,9,No Response
1878,189,2025-07-03,Email,6,Connected
1879,189,2025-07-24,Email,4,No Response
1880,190,2024-07-25,Demo,3,Opportunity
1881,190,2025-07-25,Email,7,Meeting Scheduled
1882,191,2024-07-26,Demo,6,Connected
1883,191,2024-08-17,Call,10,Connected
1884,191,2024-09-09,Email,2,Meeting Scheduled
1885,191,2024-10-02,Demo,2,Meeting Scheduled
