event_id,customer_id,event_date,feature_category,event_count
32458,141,2024-09-02,Core,16
32459,141,2024-09-03,Integration,19
32460,141,2024-09-04,Reporting,11
32461,141,2024-09-05,Admin,15
32462,141,2024-09-06,Core,9
32463,141,2024-09-07,Core,9
32464,141,2024-09-09,Core,2
32465,141,2024-09-10,Core,11
32466,141,2024-09-11,Core,8
32467,141,2024-09-12,Integration,16
32468,141,2024-09-13,Core,15
32469,141,2024-09-14,Core,5
32470,141,2024-09-15,Core,3
32471,141,2024-09-17,Core,15
32472,141,2024-09-18,Core,16
32473,141,2024-09-19,Reporting,4
32474,141,2024-09-20,Core,3
32475,141,2024-09-21,Reporting,8
32476,141,2024-09-22,Integration,6
32477,141,2024-09-23,Admin,6
32478,141,2024-09-25,Reporting,7
32479,141,2024-09-26,Integration,13
32480,141,2024-09-27,Core,2
32481,141,2024-09-28,Reporting,18
32482,141,2024-09-29,Reporting,5
32483,141,2024-09-30,Core,11
32484,141,2024-10-02,Reporting,5
32485,141,2024-10-03,Core,12
32486,141,2024-10-04,Core,5
32487,141,2024-10-05,Core,16
32488,141,2024-10-06,Reporting,4
32489,141,2024-10-07,Admin,17
32490,141,2024-10-08,Admin,10
32491,141,2024-10-10,Reporting,18
32492,141,2024-10-11,Core,15
32493,141,2024-10-12,Reporting,10
32494,141,2024-10-13,Core,18
32495,141,2024-10-14,Core,11
32496,141,2024-10-15,Integration,2
32497,141,2024-10-17,Integration,19
32498,141,2024-10-18,Core,8
32499,141,2024-10-19,Integration,9
32500,141,2024-10-20,Core,5
32501,141,2024-10-21,Core,9
32502,141,2024-10-22,Core,18
32503,141,2024-10-23,Integration,1
32504,141,2024-10-25,Core,10
32505,141,2024-10-26,Core,18
32506,141,2024-10-27,Core,6
32507,141,2024-10-28,Admin,3
32508,141,2024-10-29,Reporting,12
32509,141,2024-10-30,Core,17
32510,141,2024-10-31,Integration,13
32511,141,2024-11-02,Core,9
32512,141,2024-11-03,Admin,11
32513,141,2024-11-04,Core,7
32514,141,2024-11-05,Reporting,7
32515,141,2024-11-06,Reporting,4
32516,141,2024-11-07,Core,14
32517,141,2024-11-09,Core,4
32518,141,2024-11-10,Core,18
32519,141,2024-11-11,Core,15
32520,141,2024-11-12,Core,4
32521,141,2024-11-13,Core,12
32522,141,2024-11-14,Core,19
32523,141,2024-11-15,Core,1
32524,141,2024-11-17,Core,15
32525,141,2024-11-18,Reporting,2
32526,141,2024-11-19,Integration,2
32527,141,2024-11-20,Admin,17
32528,141,2024-11-21,Core,4
32529,141,2024-11-22,Core,10
32530,141,2024-11-24,Core,17
32531,141,2024-11-25,Core,1
32532,141,2024-11-26,Admin,13
32533,141,2024-11-27,Admin,2
32534,141,2024-11-28,Integration,1
32535,141,2024-11-29,Core,10
32536,141,2024-11-30,Core,16
32537,141,2024-12-02,Reporting,12
32538,141,2024-12-03,Admin,3
32539,141,2024-12-04,Core,14
32540,141,2024-12-05,Core,16
32541,141,2024-12-06,Core,4
32542,141,2024-12-07,Core,12
32543,141,2024-12-08,Reporting,14
32544,141,2024-12-10,Admin,2
32545,141,2024-12-11,Core,7
32546,141,2024-12-12,Admin,18
32547,141,2024-12-13,Core,1
32548,141,2024-12-14,Admin,7
32549,141,2024-12-15,Reporting,9
32550,141,2024-12-17,Reporting,12
32551,141,2024-12-18,Core,18
32552,141,2024-12-19,Core,5
32553,141,2024-12-20,Core,7
32554,141,2024-12-21,Core,15
32555,141,2024-12-22,Integration,10
32556,141,2024-12-23,Admin,2
32557,141,2024-12-25,Core,3
32558,141,2024-12-26,Admin,5
32559,141,2024-12-27,Core,12
32560,141,2024-12-28,Reporting,4
32561,141,2024-12-29,Admin,7
32562,141,2024-12-30,Core,2
32563,141,2025-01-01,Core,17
32564,141,2025-01-02,Core,6
32565,141,2025-01-03,Reporting,6
32566,141,2025-01-04,Integration,10
32567,141,2025-01-05,Core,9
32568,141,2025-01-06,Core,18
32569,141,2025-01-07,Core,11
32570,141,2025-01-09,Reporting,3
32571,141,2025-01-10,Admin,13
32572,141,2025-01-11,Core,12
32573,141,2025-01-12,Integration,3
32574,141,2025-01-13,Admin,2
32575,141,2025-01-14,Reporting,6
32576,141,2025-01-15,Reporting,5
32577,141,2025-01-17,Core,7
32578,141,2025-01-18,Admin,10
32579,141,2025-01-19,Admin,15
32580,141,2025-01-20,Core,19
32581,141,2025-01-21,Core,16
32582,141,2025-01-22,Reporting,5
32583,141,2025-01-24,Core,3
32584,141,2025-01-25,Core,5
32585,141,2025-01-26,Reporting,8
32586,141,2025-01-27,Reporting,9
32587,141,2025-01-28,Integration,10
32588,141,2025-01-29,Core,13
32589,141,2025-01-30,Reporting,12
32590,141,2025-02-01,Integration,15
32591,141,2025-02-02,Integration,19
32592,141,2025-02-03,Core,7
32593,141,2025-02-04,Integration,2
32594,141,2025-02-05,Core,17
32595,141,2025-02-06,Core,6
32596,141,2025-02-08,Admin,10
32597,141,2025-02-09,Admin,8
32598,141,2025-02-10,Core,16
32599,141,2025-02-11,Core,14
32600,141,2025-02-12,Admin,19
32601,141,2025-02-13,Core,15
32602,141,2025-02-14,Core,17
32603,141,2025-02-16,Core,14
32604,141,2025-02-17,Integration,8
32605,141,2025-02-18,Core,7
32606,141,2025-02-19,Integration,5
32607,141,2025-02-20,Reporting,5
32608,141,2025-02-21,Reporting,4
32609,141,2025-02-22,Integration,6
32610,141,2025-02-24,Core,7
32611,141,2025-02-25,Core,5
32612,141,2025-02-26,Core,16
32613,141,2025-02-27,Core,18
32614,141,2025-02-28,Core,13
32615,141,2025-03-01,Core,4
32616,141,2025-03-03,Core,3
32617,141,2025-03-04,Core,17
32618,141,2025-03-05,Reporting,13
32619,141,2025-03-06,Core,16
32620,141,2025-03-07,Core,16
32621,141,2025-03-08,Integration,16
32622,141,2025-03-09,Reporting,14
32623,141,2025-03-11,Reporting,9
32624,141,2025-03-12,Reporting,10
32625,141,2025-03-13,Core,2
32626,141,2025-03-14,Core,6
32627,141,2025-03-15,Reporting,10
32628,141,2025-03-16,Admin,2
32629,141,2025-03-17,Integration,15
32630,141,2025-03-19,Core,6
32631,141,2025-03-20,Admin,9
32632,141,2025-03-21,Admin,4
32633,141,2025-03-22,Core,3
32634,141,2025-03-23,Integration,1
32635,141,2025-03-24,Reporting,2
32636,141,2025-03-26,Core,17
32637,141,2025-03-27,Core,1
32638,141,2025-03-28,Reporting,9
32639,141,2025-03-29,Core,5
32640,141,2025-03-30,Reporting,1
32641,141,2025-03-31,Admin,14
32642,141,2025-04-01,Core,8
32643,141,2025-04-03,Core,12
32644,141,2025-04-04,Integration,19
32645,141,2025-04-05,Core,11
32646,141,2025-04-06,Integration,15
32647,141,2025-04-07,Core,3
32648,141,2025-04-08,Core,1
32649,141,2025-04-10,Core,19
32650,141,2025-04-11,Reporting,1
32651,141,2025-04-12,Reporting,10
32652,141,2025-04-13,Reporting,19
32653,141,2025-04-14,Admin,8
32654,141,2025-04-15,Reporting,5
32655,141,2025-04-16,Integration,8
32656,141,2025-04-18,Reporting,14
32657,141,2025-04-19,Core,13
32658,141,2025-04-20,Core,8
32659,141,2025-04-21,Core,6
32660,141,2025-04-22,Reporting,4
32661,141,2025-04-23,Admin,10
32662,141,2025-04-24,Core,7
32663,141,2025-04-26,Reporting,7
32664,141,2025-04-27,Reporting,5
32665,141,2025-04-28,Core,6
32666,141,2025-04-29,Integration,15
32667,141,2025-04-30,Reporting,1
32668,141,2025-05-01,Core,18
32669,141,2025-05-03,Core,1
32670,141,2025-05-04,Reporting,16
32671,141,2025-05-05,Reporting,12
32672,141,2025-05-06,Core,4
32673,141,2025-05-07,Core,15
32674,141,2025-05-08,Admin,17
32675,141,2025-05-09,Core,15
32676,141,2025-05-11,Core,3
32677,141,2025-05-12,Reporting,15
32678,141,2025-05-13,Reporting,10
32679,141,2025-05-14,Reporting,15
32680,141,2025-05-15,Integration,12
32681,141,2025-05-16,Reporting,2
32682,141,2025-05-18,Core,8
32683,141,2025-05-19,Reporting,12
32684,141,2025-05-20,Core,13
32685,141,2025-05-21,Admin,3
32686,141,2025-05-22,Core,11
32687,141,2025-05-23,Reporting,7
32688,141,2025-05-24,Core,6
32689,141,2025-05-26,Reporting,10
32690,141,2025-05-27,Admin,12
32691,141,2025-05-28,Core,12
32692,141,2025-05-29,Core,12
32693,141,2025-05-30,Reporting,18
32694,141,2025-05-31,Core,17
32695,141,2025-06-01,Reporting,18
32696,141,2025-06-03,Reporting,17
32697,141,2025-06-04,Core,18
32698,141,2025-06-05,Admin,16
32699,141,2025-06-06,Admin,10
32700,141,2025-06-07,Core,3
32701,141,2025-06-08,Admin,18
32702,141,2025-06-10,Reporting,17
32703,141,2025-06-11,Core,4
32704,141,2025-06-12,Admin,18
32705,141,2025-06-13,Core,11
32706,141,2025-06-14,Integration,6
32707,141,2025-06-15,Reporting,6
32708,141,2025-06-16,Reporting,16
32709,141,2025-06-18,Core,16
32710,141,2025-06-19,Core,16
32711,141,2025-06-20,Core,8
32712,141,2025-06-21,Integration,17
32713,141,2025-06-22,Reporting,12
32714,141,2025-06-23,Reporting,19
32715,141,2025-06-25,Reporting,8
32716,141,2025-06-26,Reporting,18
32717,141,2025-06-27,Core,18
32718,141,2025-06-28,Core,15
32719,141,2025-06-29,Core,3
32720,141,2025-06-30,Reporting,13
32721,141,2025-07-01,Reporting,19
32722,141,2025-07-03,Core,2
32723,141,2025-07-04,Reporting,18
32724,141,2025-07-05,Admin,13
32725,141,2025-07-06,Integration,1
32726,141,2025-07-07,Admin,18
32727,141,2025-07-08,Reporting,14
32728,141,2025-07-09,Admin,10
32729,141,2025-07-11,Core,3
32730,141,2025-07-12,Reporting,15
32731,141,2025-07-13,Admin,12
32732,141,2025-07-14,Core,4
32733,141,2025-07-15,Reporting,9
32734,141,2025-07-16,Admin,14
32735,141,2025-07-18,Reporting,7
32736,141,2025-07-19,Reporting,7
32737,141,2025-07-20,Integration,17
32738,141,2025-07-21,Reporting,4
32739,141,2025-07-22,Reporting,12
32740,141,2025-07-23,Reporting,19
32741,141,2025-07-24,Core,19
32742,141,2025-07-26,Integration,3
32743,141,2025-07-27,Reporting,9
32744,141,2025-07-28,Reporting,18
32745,141,2025-07-29,Core,12
32746,141,2025-07-30,Reporting,11
32747,141,2025-07-31,Core,3
32748,141,2025-08-02,Reporting,3
32749,141,2025-08-03,Core,1
32750,141,2025-08-04,Core,11
32751,141,2025-08-05,Reporting,14
32752,141,2025-08-06,Reporting,18
32753,141,2025-08-07,Reporting,4
32754,141,2025-08-08,Core,13
32755,141,2025-08-10,Core,6
32756,141,2025-08-11,Integration,10
32757,141,2025-08-12,Reporting,13
32758,141,2025-08-13,Admin,14
32759,141,2025-08-14,Core,15
32760,141,2025-08-15,Core,16
32761,141,2025-08-16,Reporting,12
32762,141,2025-08-18,Integration,14
32763,141,2025-08-19,Core,3
32764,141,2025-08-20,Core,10
32765,141,2025-08-21,Core,17
32766,141,2025-08-22,Core,1
32767,141,2025-08-23,Reporting,6
32768,141,2025-08-25,Admin,17
32769,141,2025-08-26,Core,4
32770,141,2025-08-27,Integration,8
32771,141,2025-08-28,Integration,12
32772,141,2025-08-29,Admin,3
32773,141,2025-08-30,Core,5
32774,141,2025-08-31,Core,15
32775,141,2025-09-02,Admin,8
32776,141,2025-09-03,Core,10
32777,141,2025-09-04,Core,10
32778,141,2025-09-05,Core,4
32779,141,2025-09-06,Reporting,13
32780,141,2025-09-07,Reporting,6
32781,141,2025-09-09,Integration,3
32782,141,2025-09-10,Core,12
32783,141,2025-09-11,Integration,17
32784,141,2025-09-12,Reporting,14
32785,141,2025-09-13,Integration,11
32786,141,2025-09-14,Reporting,18
32787,141,2025-09-15,Core,4
32788,141,2025-09-17,Reporting,18
32789,141,2025-09-18,Reporting,11
32790,141,2025-09-19,Reporting,16
32791,141,2025-09-20,Core,9
32792,141,2025-09-21,Core,15
32793,141,2025-09-22,Admin,18
32794,141,2025-09-23,Core,14
32795,141,2025-09-25,Core,16
32796,141,2025-09-26,Core,3
32797,141,2025-09-27,Core,16
32798,141,2025-09-28,Core,7
32799,141,2025-09-29,Core,1
32800,141,2025-09-30,Reporting,1
32801,141,2025-10-02,Reporting,17
32802,141,2025-10-03,Admin,10
32803,141,2025-10-04,Core,9
32804,141,2025-10-05,Core,10
32805,141,2025-10-06,Admin,17
32806,141,2025-10-07,Core,12
32807,141,2025-10-08,Core,1
32808,141,2025-10-10,Core,12
32809,141,2025-10-11,Core,9
32810,141,2025-10-12,Core,14
32811,141,2025-10-13,Reporting,18
32812,141,2025-10-14,Reporting,3
32813,141,2025-10-15,Core,11
32814,141,2025-10-17,Core,12
32815,141,2025-10-18,Integration,4
32816,141,2025-10-19,Core,17
32817,141,2025-10-20,Core,19
32818,141,2025-10-21,Integration,7
32819,141,2025-10-22,Reporting,11
32820,141,2025-10-23,Reporting,11
32821,141,2025-10-25,Core,15
32822,141,2025-10-26,Integration,9
32823,141,2025-10-27,Core,12
32824,141,2025-10-28,Integration,14
32825,141,2025-10-29,Reporting,1
32826,141,2025-10-30,Integration,17
32827,141,2025-10-31,Core,1
32828,141,2025-11-02,Integration,17
32829,141,2025-11-03,Core,8
32830,141,2025-11-04,Integration,19
32831,141,2025-11-05,Integration,11
32832,141,2025-11-06,Core,19
32833,141,2025-11-07,Integration,13
32834,141,2025-11-09,Reporting,18
32835,141,2025-11-10,Reporting,11
32836,141,2025-11-11,Core,10
32837,141,2025-11-12,Core,5
32838,141,2025-11-13,Core,10
32839,141,2025-11-14,Core,4
32840,141,2025-11-15,Reporting,10
32841,141,2025-11-17,Core,12
32842,141,2025-11-18,Core,3
32843,141,2025-11-19,Core,7
32844,141,2025-11-20,Reporting,15
32845,141,2025-11-21,Core,7
32846,141,2025-11-22,Core,19
32847,141,2025-11-24,Reporting,17
32848,142,2024-06-03,Reporting,10
32849,142,2024-07-04,Core,16
32850,142,2024-08-05,Reporting,10
32851,142,2024-09-06,Core,15
32852,142,2024-10-08,Reporting,9
32853,142,2024-11-08,Integration,19
32854,142,2024-12-10,Core,8
32855,142,2025-01-11,Integration,13
32856,142,2025-02-12,Admin,2
32857,142,2025-03-15,Core,8
32858,142,2025-04-16,Reporting,5
32859,142,2025-05-18,Reporting,2
32860,142,2025-06-19,Core,16
32861,142,2025-07-20,Core,17
32862,142,2025-08-21,Core,1
32863,142,2025-09-22,Core,19
32864,142,2025-10-24,Reporting,3
32865,142,2025-11-25,Integration,11
32866,143,2024-06-04,Core,4
32867,143,2024-06-07,Core,13
32868,143,2024-06-10,Core,16
32869,143,2024-06-14,Core,5
32870,143,2024-06-17,Admin,5
32871,143,2024-06-21,Core,12
32872,143,2024-06-24,Core,6
32873,143,2024-06-28,Core,19
32874,143,2024-07-01,Reporting,18
32875,143,2024-07-05,Core,4
32876,143,2024-07-08,Core,6
32877,143,2024-07-12,Core,14
32878,143,2024-07-15,Integration,9
32879,143,2024-07-19,Core,15
32880,143,2024-07-22,Core,15
32881,143,2024-07-26,Reporting,7
32882,143,2024-07-29,Reporting,8
32883,143,2024-08-02,Reporting,2
32884,143,2024-08-05,Reporting,12
32885,143,2024-08-09,Core,18
32886,143,2024-08-12,Core,2
32887,143,2024-08-16,Reporting,6
32888,143,2024-08-19,Core,3
32889,143,2024-08-23,Core,18
32890,143,2024-08-26,Core,8
32891,143,2024-08-30,Admin,7
32892,143,2024-09-02,Integration,1
32893,143,2024-09-06,Reporting,2
32894,143,2024-09-09,Core,10
32895,143,2024-09-13,Core,7
32896,143,2024-09-16,Integration,1
32897,143,2024-09-20,Core,2
32898,143,2024-09-23,Core,17
32899,143,2024-09-26,Core,18
32900,143,2024-09-30,Reporting,18
32901,143,2024-10-03,Admin,5
32902,143,2024-10-07,Reporting,1
32903,143,2024-10-10,Reporting,17
32904,143,2024-10-14,Core,1
32905,143,2024-10-17,Admin,13
32906,143,2024-10-21,Reporting,10
32907,143,2024-10-24,Core,7
32908,143,2024-10-28,Admin,13
32909,143,2024-10-31,Admin,6
32910,143,2024-11-04,Core,8
32911,143,2024-11-07,Integration,9
32912,143,2024-11-11,Admin,2
32913,143,2024-11-14,Core,15
32914,143,2024-11-18,Reporting,14
32915,143,2024-11-21,Core,17
32916,143,2024-11-25,Core,11
32917,143,2024-11-28,Integration,15
32918,143,2024-12-02,Core,4
32919,143,2024-12-05,Core,14
32920,143,2024-12-09,Integration,9
32921,143,2024-12-12,Reporting,1
32922,143,2024-12-16,Core,19
32923,143,2024-12-19,Integration,19
32924,143,2024-12-23,Reporting,4
32925,143,2024-12-26,Core,19
32926,143,2024-12-30,Integration,18
32927,143,2025-01-02,Core,15
32928,143,2025-01-06,Core,3
32929,143,2025-01-09,Core,18
32930,143,2025-01-12,Core,16
32931,143,2025-01-16,Core,10
32932,143,2025-01-19,Reporting,17
32933,143,2025-01-23,Reporting,14
32934,143,2025-01-26,Core,14
32935,143,2025-01-30,Core,8
32936,143,2025-02-02,Core,11
32937,143,2025-02-06,Core,7
32938,143,2025-02-09,Reporting,13
32939,143,2025-02-13,Reporting,15
32940,143,2025-02-16,Reporting,11
32941,143,2025-02-20,Integration,8
32942,143,2025-02-23,Integration,3
32943,143,2025-02-27,Integration,2
32944,143,2025-03-02,Reporting,16
32945,143,2025-03-06,Core,7
32946,143,2025-03-09,Core,13
32947,143,2025-03-13,Admin,4
32948,143,2025-03-16,Integration,6
32949,143,2025-03-20,Core,16
32950,143,2025-03-23,Core,18
32951,143,2025-03-27,Core,6
32952,143,2025-03-30,Reporting,16
32953,143,2025-04-03,Admin,11
32954,143,2025-04-06,Core,7
32955,143,2025-04-10,Reporting,17
32956,143,2025-04-13,Integration,15
32957,143,2025-04-17,Core,6
32958,143,2025-04-20,Core,9
32959,143,2025-04-24,Core,5
32960,143,2025-04-27,Core,4
32961,143,2025-04-30,Reporting,19
32962,143,2025-05-04,Core,16
32963,143,2025-05-07,Reporting,10
32964,143,2025-05-11,Core,9
32965,143,2025-05-14,Core,14
32966,143,2025-05-18,Reporting,7
32967,143,2025-05-21,Core,8
32968,143,2025-05-25,Core,10
32969,143,2025-05-28,Reporting,16
32970,143,2025-06-01,Reporting,6
32971,143,2025-06-04,Reporting,5
32972,143,2025-06-08,Integration,10
32973,143,2025-06-11,Core,10
32974,143,2025-06-15,Core,17
32975,143,2025-06-18,Core,8
32976,143,2025-06-22,Integration,2
32977,143,2025-06-25,Core,14
32978,143,2025-06-29,Admin,12
32979,143,2025-07-02,Core,13
32980,143,2025-07-06,Integration,7
32981,143,2025-07-09,Integration,14
32982,143,2025-07-13,Core,9
32983,143,2025-07-16,Reporting,16
32984,143,2025-07-20,Reporting,4
32985,143,2025-07-23,Reporting,10
32986,143,2025-07-27,Admin,12
32987,143,2025-07-30,Reporting,19
32988,143,2025-08-03,Integration,19
32989,143,2025-08-06,Core,18
32990,143,2025-08-10,Reporting,4
32991,143,2025-08-13,Core,16
32992,143,2025-08-16,Integration,2
32993,143,2025-08-20,Core,17
32994,143,2025-08-23,Core,13
32995,143,2025-08-27,Reporting,6
32996,143,2025-08-30,Admin,3
32997,143,2025-09-03,Core,10
32998,143,2025-09-06,Admin,18
32999,143,2025-09-10,Admin,16
33000,143,2025-09-13,Integration,11
33001,143,2025-09-17,Integration,1
33002,143,2025-09-20,Core,19
33003,143,2025-09-24,Core,19
33004,143,2025-09-27,Core,11
33005,143,2025-10-01,Core,1
33006,143,2025-10-04,Reporting,12
33007,143,2025-10-08,Admin,11
33008,143,2025-10-11,Core,6
33009,143,2025-10-15,Core,5
33010,143,2025-10-18,Reporting,7
33011,143,2025-10-22,Reporting,4
33012,143,2025-10-25,Integration,4
33013,143,2025-10-29,Core,11
33014,143,2025-11-01,Core,9
33015,143,2025-11-05,Reporting,15
33016,143,2025-11-08,Integration,8
33017,143,2025-11-12,Admin,7
33018,143,2025-11-15,Core,18
33019,143,2025-11-19,Core,15
33020,143,2025-11-22,Core,6
33021,143,2025-11-26,Core,14
33022,144,2024-06-05,Core,8
33023,144,2024-06-06,Core,7
33024,144,2024-06-08,Core,5
33025,144,2024-06-09,Core,17
33026,144,2024-06-11,Integration,4
33027,144,2024-06-12,Admin,18
33028,144,2024-06-14,Reporting,9
33029,144,2024-06-15,Integration,3
33030,144,2024-06-17,Admin,17
33031,144,2024-06-19,Core,7
33032,144,2024-06-20,Reporting,5
33033,144,2024-06-22,Reporting,15
33034,144,2024-06-23,Core,4
33035,144,2024-06-25,Core,9
33036,144,2024-06-26,Core,19
33037,144,2024-06-28,Core,3
33038,144,2024-06-29,Core,18
33039,144,2024-07-01,Admin,12
33040,144,2024-07-03,Reporting,17
33041,144,2024-07-04,Core,17
33042,144,2024-07-06,Reporting,19
33043,144,2024-07-07,Core,10
33044,144,2024-07-09,Core,6
33045,144,2024-07-10,Integration,4
33046,144,2024-07-12,Core,11
33047,144,2024-07-13,Core,15
33048,144,2024-07-15,Admin,8
33049,144,2024-07-17,Core,2
33050,144,2024-07-18,Admin,7
33051,144,2024-07-20,Core,6
33052,144,2024-07-21,Core,16
33053,144,2024-07-23,Integration,8
33054,144,2024-07-24,Reporting,14
33055,144,2024-07-26,Admin,6
33056,144,2024-07-27,Reporting,2
33057,144,2024-07-29,Core,4
33058,144,2024-07-31,Core,1
33059,144,2024-08-01,Core,17
33060,144,2024-08-03,Reporting,16
33061,144,2024-08-04,Core,12
33062,144,2024-08-06,Core,11
33063,144,2024-08-07,Core,17
33064,144,2024-08-09,Reporting,3
33065,144,2024-08-10,Core,2
33066,144,2024-08-12,Core,1
33067,144,2024-08-14,Reporting,19
33068,144,2024-08-15,Core,10
33069,144,2024-08-17,Reporting,9
33070,144,2024-08-18,Core,19
33071,144,2024-08-20,Integration,11
33072,144,2024-08-21,Core,1
33073,144,2024-08-23,Core,12
33074,144,2024-08-24,Integration,12
33075,144,2024-08-26,Core,15
33076,144,2024-08-28,Core,10
33077,144,2024-08-29,Reporting,16
33078,144,2024-08-31,Core,16
33079,144,2024-09-01,Core,10
33080,144,2024-09-03,Reporting,14
33081,144,2024-09-04,Core,16
33082,144,2024-09-06,Core,11
33083,144,2024-09-07,Integration,19
33084,144,2024-09-09,Core,9
33085,144,2024-09-11,Core,11
33086,144,2024-09-12,Core,17
33087,144,2024-09-14,Core,13
33088,144,2024-09-15,Core,18
33089,144,2024-09-17,Reporting,19
33090,144,2024-09-18,Admin,13
33091,144,2024-09-20,Reporting,9
33092,144,2024-09-21,Admin,12
33093,144,2024-09-23,Core,13
33094,144,2024-09-25,Integration,8
33095,144,2024-09-26,Integration,11
33096,144,2024-09-28,Core,13
33097,144,2024-09-29,Reporting,5
33098,144,2024-10-01,Core,17
33099,144,2024-10-02,Core,1
33100,144,2024-10-04,Integration,12
33101,144,2024-10-05,Core,12
33102,144,2024-10-07,Admin,7
33103,144,2024-10-09,Core,5
33104,144,2024-10-10,Core,14
33105,144,2024-10-12,Core,14
33106,144,2024-10-13,Core,18
33107,144,2024-10-15,Core,19
33108,144,2024-10-16,Admin,1
33109,144,2024-10-18,Integration,14
33110,144,2024-10-19,Core,11
33111,144,2024-10-21,Admin,10
33112,144,2024-10-23,Core,2
33113,144,2024-10-24,Core,16
33114,144,2024-10-26,Core,10
33115,144,2024-10-27,Core,15
33116,144,2024-10-29,Core,4
33117,144,2024-10-30,Integration,5
33118,144,2024-11-01,Core,4
33119,144,2024-11-02,Core,7
33120,144,2024-11-04,Core,16
33121,144,2024-11-06,Core,11
33122,144,2024-11-07,Core,8
33123,144,2024-11-09,Core,6
33124,144,2024-11-10,Core,17
33125,144,2024-11-12,Core,3
33126,144,2024-11-13,Reporting,12
33127,144,2024-11-15,Core,10
33128,144,2024-11-16,Core,14
33129,144,2024-11-18,Reporting,11
33130,144,2024-11-20,Admin,5
33131,144,2024-11-21,Core,12
33132,144,2024-11-23,Reporting,11
33133,144,2024-11-24,Integration,12
33134,144,2024-11-26,Core,17
33135,144,2024-11-27,Admin,5
33136,144,2024-11-29,Integration,5
33137,144,2024-11-30,Reporting,14
33138,144,2024-12-02,Integration,6
33139,144,2024-12-04,Core,10
33140,144,2024-12-05,Core,6
33141,144,2024-12-07,Integration,19
33142,144,2024-12-08,Integration,3
33143,144,2024-12-10,Core,6
33144,144,2024-12-11,Core,13
33145,144,2024-12-13,Core,5
33146,144,2024-12-14,Core,17
33147,144,2024-12-16,Integration,18
33148,144,2024-12-18,Core,19
33149,144,2024-12-19,Admin,12
33150,144,2024-12-21,Reporting,15
33151,144,2024-12-22,Integration,8
33152,144,2024-12-24,Admin,7
33153,144,2024-12-25,Integration,12
33154,144,2024-12-27,Reporting,4
33155,144,2024-12-28,Core,3
33156,144,2024-12-30,Core,19
33157,144,2025-01-01,Core,17
33158,144,2025-01-02,Core,3
33159,144,2025-01-04,Reporting,5
33160,144,2025-01-05,Core,19
33161,144,2025-01-07,Admin,16
33162,144,2025-01-08,Core,4
33163,144,2025-01-10,Core,16
33164,144,2025-01-11,Reporting,13
33165,144,2025-01-13,Core,8
33166,144,2025-01-15,Core,18
33167,144,2025-01-16,Reporting,6
33168,144,2025-01-18,Core,17
33169,144,2025-01-19,Core,16
33170,144,2025-01-21,Reporting,3
33171,144,2025-01-22,Core,3
33172,144,2025-01-24,Reporting,16
33173,144,2025-01-25,Reporting,4
33174,144,2025-01-27,Core,17
33175,144,2025-01-29,Integration,10
33176,144,2025-01-30,Core,2
33177,144,2025-02-01,Core,5
33178,144,2025-02-02,Reporting,14
33179,144,2025-02-04,Core,5
33180,144,2025-02-05,Core,18
33181,144,2025-02-07,Core,13
33182,144,2025-02-08,Core,4
33183,144,2025-02-10,Core,2
33184,144,2025-02-12,Core,9
33185,144,2025-02-13,Integration,12
33186,144,2025-02-15,Admin,9
33187,144,2025-02-16,Core,16
33188,144,2025-02-18,Integration,14
33189,144,2025-02-19,Integration,14
33190,144,2025-02-21,Core,14
33191,144,2025-02-22,Admin,17
33192,144,2025-02-24,Reporting,19
33193,144,2025-02-26,Core,4
33194,144,2025-02-27,Reporting,17
33195,144,2025-03-01,Core,19
33196,144,2025-03-02,Core,14
33197,144,2025-03-04,Integration,2
33198,144,2025-03-05,Integration,10
33199,144,2025-03-07,Reporting,19
33200,144,2025-03-09,Admin,13
33201,144,2025-03-10,Integration,7
33202,144,2025-03-12,Core,19
33203,144,2025-03-13,Core,18
33204,144,2025-03-15,Core,6
33205,144,2025-03-16,Core,17
33206,144,2025-03-18,Admin,5
33207,144,2025-03-19,Core,6
33208,144,2025-03-21,Core,19
33209,144,2025-03-23,Core,12
33210,144,2025-03-24,Core,16
33211,144,2025-03-26,Core,1
33212,144,2025-03-27,Admin,17
33213,144,2025-03-29,Core,17
33214,144,2025-03-30,Integration,5
33215,144,2025-04-01,Reporting,7
33216,144,2025-04-02,Core,11
33217,144,2025-04-04,Core,19
33218,144,2025-04-06,Integration,18
33219,144,2025-04-07,Core,1
33220,144,2025-04-09,Core,6
33221,144,2025-04-10,Admin,7
33222,144,2025-04-12,Admin,14
33223,144,2025-04-13,Core,2
33224,144,2025-04-15,Integration,10
33225,144,2025-04-16,Integration,16
33226,144,2025-04-18,Core,11
33227,144,2025-04-20,Core,2
33228,144,2025-04-21,Core,12
33229,144,2025-04-23,Admin,14
33230,144,2025-04-24,Reporting,5
33231,144,2025-04-26,Core,3
33232,144,2025-04-27,Integration,5
33233,144,2025-04-29,Core,2
33234,144,2025-04-30,Integration,4
33235,144,2025-05-02,Reporting,1
33236,144,2025-05-04,Integration,8
33237,144,2025-05-05,Integration,3
33238,144,2025-05-07,Core,13
33239,144,2025-05-08,Integration,3
33240,144,2025-05-10,Core,3
33241,144,2025-05-11,Admin,15
33242,144,2025-05-13,Reporting,18
33243,144,2025-05-14,Core,13
33244,144,2025-05-16,Core,14
33245,144,2025-05-18,Core,9
